"ID,C,15","CAMPANA,C,25","PRODUCTO,C,25"
L3M6EG3Ifh-1,2007-2008,soja
L8Bqxlj8pv-1,2006-2007,soja
LB5GnRTa5r-1,2008-2009,soja
LB5GnRTa5r-2,2008-2009,soja
LBuhhkxXNT-1,2006-2007,soja
LON6vMNwjg-1,2009-2010,soja
LOvQ3dEU3B-1,2007-2008,trigo
LW5ehnSQwf-1,2010-2011,soja
LYv9NsqWql-1,2010-2011,soja
Lbyg20HApf-1,2007-2008,soja
LgPFj3LSfl-1,2010-2011,soja
Lhj9cfeWmb-1,2009-2010,trigo
LjCkiPxGkO-1,2006-2007,soja
LkcUxKNWvz-1,2010-2011,soja
LleHKf97Qt-1,2006-2007,soja
M3AUFSbwz4-1,2007-2008,trigo
M5bGkFCrDG-1,2006-2007,soja
M70FSxMrVT-1,2006-2007,soja
MBDQNFPSgf-1,2006-2007,maiz
MGhuRBjE4Z-1,2010-2011,soja
MHWsyeBDgU-1,2006-2007,cebada
MJ8KW7CrNQ-1,2007-2008,maiz
MJCvxyTX6L-1,2006-2007,soja
MK7jCHNYc5-1,2007-2008,maiz
MNIYxjLpce-1,2009-2010,maiz
MPZ6vjv58F-1,2009-2010,maiz
MQR5vM5DMv-1,2006-2007,soja
MRXZFxHVeA-1,2007-2008,cebada
MTUQMDLnlj-1,2007-2008,soja
MTfDI1vivQ-1,2012-2013,soja
MVfjDiDu8C-1,2008-2009,cebada
MZLPV3cHST-1,2007-2008,soja
MaasQ5dMBL-1,2006-2007,soja
MaasQ5dMBL-2,2006-2007,soja
MaasQ5dMBL-3,2006-2007,soja
MaasQ5dMBL-4,2006-2007,soja
MbUGxInjyK-1,2011-2012,soja
McL35kq5eR-1,2012-2013,soja
MeRVwKXx7g-1,2006-2007,soja
MgAH40wGQT-1,2011-2012,cebada
Mk5tcgbtmI-1,2006-2007,soja
MmkXoVUZDY-1,2007-2008,soja
Mp292JBFlU-1,2012-2013,soja
MvtC6xuU3R-1,2010-2011,soja
Mxmo4Nj58S-1,2008-2009,trigo
My9DX42kB5-1,2012-2013,maiz
N5QW98RAcd-1,2007-2008,soja
N6CTdqUkep-1,2012-2013,soja
N7QjA8y9Ny-1,2007-2008,soja
N9ZPIaiTpV-1,2007-2008,soja
NAxdBVtcz0-1,2008-2009,cebada
NCQ7L3mzZY-1,2006-2007,soja
NDjlJlHyee-1,2012-2013,soja
NDjlJlHyee-2,2012-2013,soja
NDjlJlHyee-3,2012-2013,soja
NDjlJlHyee-4,2012-2013,soja
NHwTmcwo34-1,2007-2008,maiz
NLPlkF6iDx-1,2006-2007,maiz
NLPlkF6iDx-2,2006-2007,maiz
NLPlkF6iDx-3,2006-2007,maiz
NLu2d6icQC-1,2006-2007,soja
NOQEltyQjD-1,2007-2008,soja
NUdoZZCemX-1,2009-2010,soja
NYvSc9zUHU-1,2007-2008,soja
NeIeBVIOAe-1,2006-2007,cebada
NhWXyZYuqx-1,2006-2007,trigo
NljxZjmWzi-1,2007-2008,cebada
NuO128kDse-1,2010-2011,soja
NuO128kDse-2,2010-2011,soja
Nux2KbKdiO-1,2006-2007,trigo
Nv3htuWkdg-1,2010-2011,soja
NvWhP7eIOe-1,2006-2007,soja
NvarppCk8Z-1,2008-2009,trigo
Nwxlh1rmNY-1,2011-2012,soja
O2JIE1BBbZ-1,2007-2008,soja
O4wmHvwtCZ-1,2007-2008,soja
O4wmHvwtCZ-2,2007-2008,soja
O4wmHvwtCZ-3,2007-2008,soja
O4wmHvwtCZ-4,2007-2008,soja
O69E6REnm3-1,2007-2008,soja
O8XcBLnS1x-1,2006-2007,maiz
O9nA68aB5T-1,2009-2010,soja
OC98Ft4Sgx-1,2007-2008,cebada
ODhAqZij2a-1,2007-2008,cebada
OE51X7s7rZ-1,2012-2013,maiz
OHDolM5TRa-1,2006-2007,soja
OMmnNIcWTi-1,2007-2008,trigo
OO8Lf7dQas-1,2010-2011,soja
OOxDzrLGEU-1,2006-2007,soja
OQe8UmZ7zd-1,2006-2007,soja
OQjJ4xev0c-1,2006-2007,soja
OS6iK6Qce8-1,2006-2007,soja
OS6iK6Qce8-2,2006-2007,soja
OS6iK6Qce8-3,2006-2007,soja
OS6iK6Qce8-4,2006-2007,soja
OS6iK6Qce8-5,2006-2007,soja
OTB2jwkh4u-1,2007-2008,soja
OUyriXL3cX-1,2006-2007,cebada
OWnsx5ZLZd-1,2005-2006,maiz
OYNPsOm7Hg-1,2007-2008,soja
Ogqw2EzEI2-1,2006-2007,maiz
Ogry7ot9Ln-1,2007-2008,soja
Oi9hdPtx53-1,2006-2007,soja
Oi9hdPtx53-2,2006-2007,soja
OqYt6h2HyL-1,2006-2007,trigo
Or1K2NEst4-1,2007-2008,cebada
OrCfjOvRu6-1,2006-2007,trigo
OsSsgm6lRC-1,2010-2011,girasol
OtuTka3HCl-1,2009-2010,soja
OuAAeJj7D4-1,2006-2007,soja
OuzBErYbc8-1,2007-2008,cebada
OuzBErYbc8-2,2007-2008,cebada
Ov9rTn4HKm-1,2008-2009,soja
Ov9rTn4HKm-2,2008-2009,soja
Ov9rTn4HKm-3,2008-2009,soja
Ovq6vf1BXF-1,2009-2010,soja
Ox1SwMbT9x-1,2008-2009,girasol
Ox1SwMbT9x-10,2008-2009,girasol
Ox1SwMbT9x-11,2008-2009,girasol
Ox1SwMbT9x-2,2008-2009,girasol
Ox1SwMbT9x-3,2008-2009,girasol
Ox1SwMbT9x-4,2008-2009,girasol
Ox1SwMbT9x-5,2008-2009,girasol
Ox1SwMbT9x-6,2008-2009,girasol
Ox1SwMbT9x-7,2008-2009,girasol
Ox1SwMbT9x-8,2008-2009,girasol
Ox1SwMbT9x-9,2008-2009,girasol
Ox9ks3kALy-1,2006-2007,soja
OxIbtUpcfE-1,2006-2007,cebada
OxwgSEwnPe-1,2008-2009,soja
OyJNfLOwVE-1,2010-2011,maiz
P0tcTlZ6La-1,2006-2007,cebada
P0tcTlZ6La-2,2006-2007,cebada
P2DTrwcY2g-1,2007-2008,trigo
P2eQeII74v-1,2007-2008,trigo
P3Bd91k2xc-1,2006-2007,soja
P6fJdB7DYq-1,2007-2008,soja
P8WpOgnFU1-1,2007-2008,soja
P9XDhnkjE6-1,2010-2011,maiz
PBR4TiRAoy-1,2008-2009,soja
PHKTawtHyT-1,2010-2011,maiz
PJp9oiWSay-1,2006-2007,soja
PJp9oiWSay-2,2006-2007,soja
PKUUaIu4s0-1,2009-2010,soja
PKrH5QbErq-1,2007-2008,soja
PLqRe6vtAe-1,2010-2011,soja
PO1YBss3TI-1,2007-2008,cebada
PO1YBss3TI-2,2007-2008,cebada
PTWoVSN3JZ-1,2007-2008,soja
PXrsKXFI84-1,2006-2007,soja
PZ1na3vLGo-1,2007-2008,soja
Pbu1xOc7wA-1,2007-2008,soja
Pe3wAPoU8K-1,2008-2009,trigo
PgHhYU3RTr-1,2011-2012,girasol
PhLbRpKyMl-1,2012-2013,soja
Pj80skOegm-1,2011-2012,cebada
PpjufNtnTT-1,2007-2008,cebada
PpxaydcWJh-1,2006-2007,soja
PsCRB56JSW-1,2007-2008,soja
Pw2XgvaR6v-1,2006-2007,soja
PxkskOiJC4-1,2010-2011,soja
Pyg7rjNwd2-1,2007-2008,soja
QCkhphq3oF-1,2007-2008,cebada
QEjjCxNsgA-1,2007-2008,cebada
QFMeoqoB1r-1,2010-2011,girasol
QFYVMrKjVq-1,2007-2008,cebada
QJOJLqi2CV-1,2006-2007,trigo
QKRuhumZjG-1,2008-2009,soja
QKRuhumZjG-2,2008-2009,soja
QMReQwi14T-1,2006-2007,soja
QNMWy9WE0y-1,2007-2008,trigo
QQMwTopBi3-1,2007-2008,soja
QQaQrKBmtt-1,2006-2007,cebada
QQaQrKBmtt-2,2006-2007,cebada
QSfdW1Qprh-1,2006-2007,soja
QUypFzrUQL-1,2007-2008,maiz
QVEk7faRew-1,2007-2008,soja
QYmnTlsT9h-1,2007-2008,trigo
QZTdwUDvwi-1,2007-2008,soja
Qc3eGA6lha-1,2009-2010,maiz
Qcu4iiB7uY-1,2010-2011,soja
Qcv1Kd2C4I-1,2009-2010,maiz
QdWh8HE1Jo-1,2007-2008,maiz
QdWh8HE1Jo-2,2007-2008,maiz
QgEMQJdxjD-1,2008-2009,cebada
Qiaydlr4qo-1,2009-2010,cebada
Ql71IhZCvE-1,2007-2008,maiz
Qp13yltVqb-1,2007-2008,cebada
Qp13yltVqb-2,2007-2008,cebada
Qp13yltVqb-3,2007-2008,cebada
Qp13yltVqb-4,2007-2008,cebada
QyHJBt2l80-1,2007-2008,soja
R094hu1VDJ-1,2006-2007,cebada
R17UyjFKVG-1,2007-2008,trigo
R17UyjFKVG-2,2007-2008,trigo
R17UyjFKVG-3,2007-2008,trigo
R17UyjFKVG-4,2007-2008,trigo
R38Wk9wwOj-1,2009-2010,soja
R3TgE3DyRr-1,2007-2008,soja
RAOFVAR9UN-1,2006-2007,soja
RAOFVAR9UN-2,2006-2007,soja
RDkhlznE5l-1,2006-2007,maiz
RF2ti6Oif4-1,2010-2011,cebada
RKOVd3Gh3H-1,2009-2010,maiz
RNTBRPMGkB-1,2008-2009,soja
RPmCH2DSK6-1,2009-2010,soja
RRCZSU40Ah-1,2009-2010,soja
RS4i7ubinA-1,2006-2007,soja
RTHbfofiZq-1,2006-2007,soja
RTYvBsQ6wd-1,2012-2013,maiz
RWbM4uYrGg-1,2009-2010,cebada
RWwiiQeScb-1,2006-2007,maiz
RZEN2YySVi-1,2006-2007,soja
RZdn5bwcpx-1,2006-2007,soja
RZo6ILsgWS-1,2006-2007,soja
RZo6ILsgWS-2,2006-2007,soja
Rb7LYN27bX-1,2008-2009,cebada
RcukBsUWi7-1,2011-2012,cebada
RdtMDxqhT7-1,2010-2011,maiz
RghtV3iNLZ-1,2007-2008,soja
RjY3iExg5h-1,2011-2012,girasol
Rlk4TrTRHp-1,2006-2007,soja
RlrEF34xD6-1,2007-2008,soja
RmHqX4dKHm-1,2009-2010,soja
RmpOm1rn66-1,2006-2007,cebada
RoGBZWkOeD-1,2006-2007,trigo
RuBdft2d9m-1,2011-2012,cebada
RvQSeOeMVN-1,2007-2008,soja
S38e0sFSj9-1,2006-2007,maiz
S3uEEmZu0B-1,2008-2009,soja
S81ixCi7id-1,2006-2007,soja
SAjJbOPXIZ-1,2006-2007,soja
SELfJzgfNq-1,2007-2008,soja
SH5dCwmYlj-1,2012-2013,soja
SInPmDGpMH-1,2007-2008,soja
SRyokjKc6q-1,2007-2008,soja
SSk6dyIgFK-1,2007-2008,soja
STTRWB6PY3-1,2008-2009,trigo
SZHHXPKPcq-1,2006-2007,trigo
SZZ8JmqWhz-1,2008-2009,cebada
SaBl7TVgmY-1,2007-2008,soja
SbuZcDHBPD-1,2012-2013,soja
SbuZcDHBPD-2,2012-2013,soja
SdiJxvkNwn-1,2012-2013,maiz
SeDHmbEOEy-1,2007-2008,girasol
Seoat9GM8c-1,2006-2007,trigo
SiUldFL2ar-1,2010-2011,soja
SjBgAwWcD2-1,2008-2009,soja
StVLBTPRCj-1,2010-2011,girasol
SvWjCEq3II-1,2006-2007,soja
SvXvd1V9pQ-1,2006-2007,soja
SweUzhSONu-1,2010-2011,maiz
T15pfZWbi1-1,2007-2008,soja
T1i8ddNrEw-1,2009-2010,maiz
T1i8ddNrEw-2,2009-2010,maiz
T2AoMW1PkF-1,2006-2007,maiz
T2gu5AdXKS-1,2010-2011,soja
T66cKnLI44-1,2006-2007,maiz
T6pnnOojcT-1,2007-2008,maiz
T77Pv2ZgKU-1,2006-2007,maiz
TAEsAQUyHY-1,2009-2010,maiz
TCi7pKb3fp-1,2012-2013,soja
TCi7pKb3fp-2,2012-2013,soja
TFyvdoqIdg-1,2006-2007,cebada
TGfTUdsUFM-1,2007-2008,maiz
TImUGu7QqI-1,2008-2009,trigo
TImUGu7QqI-2,2008-2009,trigo
TN4Dh7BM3B-1,2012-2013,soja
TRvpkfhGrK-1,2006-2007,soja
TS8EhiwGiF-1,2008-2009,soja
TS8EhiwGiF-2,2008-2009,soja
TUDjAS12R7-1,2006-2007,soja
TUDjAS12R7-2,2006-2007,soja
TXermA2EJV-1,2006-2007,soja
Tb3jsK4Mvm-1,2010-2011,soja
Tb4XYpWNEg-1,2009-2010,soja
Tg61ElKgS4-1,2009-2010,cebada
TgqrsLyErC-1,2007-2008,soja
ThkMCAQ7vg-1,2006-2007,soja
TmZgeOvbBE-1,2007-2008,soja
TnSdFOn4uj-1,2005-2006,trigo
Tp86L6RhcN-1,2006-2007,soja
TqIUHGLChk-1,2006-2007,trigo
TqIUHGLChk-2,2006-2007,trigo
TxqfKhT1wo-1,2010-2011,soja
Tz4xBkQ2tb-1,2008-2009,soja
Tz4xBkQ2tb-2,2008-2009,soja
TzWB7OtTLX-1,2007-2008,soja
U3kDHqfhfQ-1,2006-2007,soja
U4LKDA3jcd-1,2007-2008,soja
U52XAkJkEn-1,2007-2008,soja
U6F1XHRU6f-1,2005-2006,trigo
U6gl2gws0k-1,2007-2008,soja
U6gl2gws0k-2,2007-2008,soja
U6gl2gws0k-3,2007-2008,soja
U6gl2gws0k-4,2007-2008,soja
U9nNlsBsjV-1,2010-2011,girasol
UBJSqczC4f-1,2005-2006,trigo
UEDSEFipWG-1,2006-2007,soja
UFfXYl67YJ-1,2010-2011,soja
ULIya4obFB-1,2007-2008,soja
ULIya4obFB-2,2007-2008,soja
ULj3ILqN5i-1,2012-2013,soja
UPqgqDwGgd-1,2009-2010,soja
UVwh1rPQcl-1,2006-2007,soja
UWhZ5KFUew-1,2010-2011,soja
UaDQ67H8pV-1,2006-2007,soja
UaYvGJ4rAT-1,2007-2008,soja
UaYvGJ4rAT-2,2007-2008,soja
Ucch7PyPMB-1,2007-2008,maiz
UeGfGHrx7u-1,2007-2008,cebada
Um4s6Rd5p8-1,2010-2011,soja
Um4s6Rd5p8-2,2010-2011,soja
UnLQ1a7pOl-1,2007-2008,girasol
Uo2q5dh9ne-1,2007-2008,soja
UqRmsCuSJk-1,2006-2007,trigo
UwKrzhIYiK-1,2007-2008,girasol
V4ObPwyQ4a-1,2006-2007,maiz
V84TwoDHRK-1,2009-2010,soja
V8GPcuKv32-1,2006-2007,trigo
V9DS3q1iKm-1,2007-2008,soja
V9DS3q1iKm-2,2007-2008,soja
V9DS3q1iKm-3,2007-2008,soja
V9DS3q1iKm-4,2007-2008,soja
V9Ylvn1B8D-1,2007-2008,trigo
VDMoSNHSgu-1,2007-2008,soja
VEl40pUn27-1,2007-2008,soja
VHrIaph3BW-1,2010-2011,soja
VHsHG2BFv8-1,2006-2007,trigo
VKMTQHN2PE-1,2007-2008,soja
VP9ItPD1q4-1,2008-2009,soja
VRtqFOGT90-1,2006-2007,trigo
VY57JoNdVJ-1,2006-2007,soja
VhSNwhQ0fd-1,2006-2007,soja
VlERWKlNLI-1,2006-2007,soja
VnP2Wn9B7X-1,2006-2007,soja
VnPPVJJpC9-1,2006-2007,trigo
VpCkUiWXS4-1,2006-2007,cebada
VqGLpxMr9a-1,2006-2007,soja
Vv5C2y6QGY-1,2006-2007,maiz
W1INZU32ZM-1,2006-2007,maiz
W2EZTAMB3w-1,2010-2011,maiz
W4rwk9mqkk-1,2007-2008,trigo
W66KuXt9n0-1,2007-2008,girasol
W6JuFCKg9c-1,2008-2009,trigo
W6VUo62jo6-1,2006-2007,soja
W6jEhLJbKb-1,2007-2008,soja
WCnKlDdKuK-1,2010-2011,maiz
WDglYXVwzX-1,2006-2007,soja
WFl2WtmLrG-1,2007-2008,trigo
WISM2t4Gmj-1,2007-2008,maiz
WLMBi835T7-1,2007-2008,soja
WNIEMT3QXk-1,2007-2008,trigo
WTJkzzj7jz-1,2008-2009,cebada
Wh4Jek4z1d-1,2006-2007,soja
WhB8ndKye3-1,2007-2008,trigo
WhDMZVLHwL-1,2007-2008,soja
WhDMZVLHwL-2,2007-2008,soja
WjOLyUFLrI-1,2007-2008,trigo
WlvX1rnkjH-1,2007-2008,trigo
WlvX1rnkjH-2,2007-2008,trigo
Wp4pj9g547-1,2010-2011,girasol
WvWUxRVFEz-1,2007-2008,trigo
WxVQXEZMbd-1,2007-2008,cebada
X55g1QDEmK-1,2012-2013,soja
X55g1QDEmK-2,2012-2013,soja
X5DCa4qoNt-1,2006-2007,soja
X7N3OQY12r-1,2010-2011,maiz
X8HvuVnmti-1,2006-2007,soja
XAL5VTYABZ-1,2007-2008,soja
XCj4ghVBwj-1,2006-2007,soja
XDKgY1vEeZ-1,2010-2011,soja
XHP6L8KIoP-1,2006-2007,soja
XKeMlrML4V-1,2007-2008,cebada
XLi3vBoLob-1,2006-2007,soja
XRtLx7PW7e-1,2011-2012,cebada
XSivDO4NmV-1,2008-2009,soja
XYWN6oAvuh-1,2010-2011,soja
XZd7n7OCNJ-1,2005-2006,trigo
XakZyu9Sh4-1,2007-2008,soja
XcBg1myAgB-1,2009-2010,maiz
Xebk8eb9Nv-1,2010-2011,maiz
Xebk8eb9Nv-2,2010-2011,maiz
Xfbn6EhPAl-1,2007-2008,maiz
XhLiOVfu8r-1,2007-2008,soja
XhLiOVfu8r-2,2007-2008,soja
XhLiOVfu8r-3,2007-2008,soja
Xj45YRpYq3-1,2011-2012,soja
Xn0kwIPZKY-1,2009-2010,soja
Xog3UzJMS8-1,2007-2008,maiz
Xre98OPKHc-1,2005-2006,trigo
XyZ8qPy3A7-1,2007-2008,soja
Xzj58H93Hc-1,2007-2008,soja
Y0nXGW3QLc-1,2011-2012,girasol
Y20OgU5JNV-1,2007-2008,soja
Y4F5FLT9po-1,2007-2008,soja
Y59PTvQLjV-1,2012-2013,soja
Y8Y0otscTC-1,2008-2009,maiz
Y8iyVSHTBr-1,2007-2008,soja
YAypFhwArn-1,2007-2008,soja
YCcXaZmofE-1,2009-2010,girasol
YD9gs19Bvm-1,2006-2007,soja
YDvp4jNlDc-1,2012-2013,soja
YF4xcjLl2v-1,2008-2009,soja
YHGftPhLcc-1,2010-2011,soja
YHMDYgtinK-1,2006-2007,soja
YN1nsOxDmp-1,2008-2009,trigo
YOOrAdMLhL-1,2008-2009,cebada
YS35ilaTU5-1,2006-2007,soja
YVTULWEiIQ-1,2006-2007,soja
YWyVMjB403-1,2008-2009,cebada
YYB8g2Xe5h-1,2007-2008,soja
YcH5i7tAqQ-1,2007-2008,soja
YdIuzBqJnK-1,2007-2008,soja
YeTLRw7KQH-1,2012-2013,soja
YgQ8N6XJgi-1,2006-2007,trigo
YiNDyAcGcU-1,2007-2008,soja
YlUDukQHCP-1,2007-2008,soja
YlUDukQHCP-2,2007-2008,soja
YoSyeZvgGs-1,2007-2008,soja
Yon9lVUnS7-1,2008-2009,cebada
YqAo1n6jD4-1,2007-2008,soja
YrCwsd2YLb-1,2009-2010,soja
YrCwsd2YLb-2,2009-2010,soja
YrCwsd2YLb-3,2009-2010,soja
YrCwsd2YLb-4,2009-2010,soja
YtCQ5JvOlj-1,2007-2008,cebada
YxcEkeuhXu-1,2008-2009,soja
YxsoXgWMQ3-1,2007-2008,cebada
Yxu8TuLmj6-1,2007-2008,trigo
Yyl2fyb8nj-1,2007-2008,soja
Z1wBlx1nRa-1,2010-2011,maiz
Z3dzMeMHr4-1,2006-2007,soja
Z5QgHp6axY-1,2006-2007,soja
ZFjk0fflsl-1,2007-2008,soja
ZGL5gsJHGu-1,2012-2013,soja
ZLiVrOdsSD-1,2007-2008,soja
ZLiVrOdsSD-2,2007-2008,soja
ZPqjUgsAfF-1,2007-2008,maiz
ZTmu55jTwe-1,2009-2010,trigo
ZU2MJ6j2Br-1,2011-2012,girasol
ZWm1tjiKjO-1,2006-2007,maiz
ZZAn1g8m4T-1,2006-2007,trigo
ZbJFebipPs-1,2008-2009,trigo
Zcbtupt61V-1,2008-2009,soja
ZeMKMC3EEr-1,2007-2008,soja
ZnrPBqidTh-1,2009-2010,soja
Zpve0w2Ad6-1,2005-2006,trigo
Zw5AgEo3yS-1,2006-2007,soja
Zw5AgEo3yS-2,2006-2007,soja
Zyn5OmEYeR-1,2006-2007,soja
Zyn5OmEYeR-2,2006-2007,soja
a0prIyhRz6-1,2008-2009,girasol
a1tNLGq0zH-1,2006-2007,maiz
a4OM6oLLYY-1,2007-2008,soja
a5yFvDyt3t-1,2007-2008,maiz
a7jaVQ5ZjS-1,2011-2012,girasol
aA4SeaBcUM-1,2007-2008,trigo
aBOJrq7kdr-1,2007-2008,cebada
aDJQ16oqpR-1,2007-2008,soja
aL0fNdRKrf-1,2007-2008,soja
aLMFOMl2Nx-1,2006-2007,cebada
aLMFOMl2Nx-2,2006-2007,cebada
aQnWE4YyF5-1,2011-2012,trigo
aQnWE4YyF5-2,2011-2012,trigo
abRCN2RMnC-1,2006-2007,soja
aiQGAwpnDn-1,2010-2011,girasol
ajIj79DYmg-1,2006-2007,maiz
akM1Isbhxk-1,2008-2009,soja
akWpbsA4C7-1,2006-2007,cebada
anhaGoA1YM-1,2008-2009,soja
anpHZOo5Lo-1,2010-2011,soja
aohQuCjNwU-1,2006-2007,maiz
apSM2TJ8W2-1,2008-2009,trigo
as6Ye17nLE-1,2006-2007,soja
as6Ye17nLE-2,2006-2007,soja
atuitmTJRA-1,2006-2007,cebada
avBur9Mowc-1,2010-2011,maiz
avfDcNC3GG-1,2010-2011,soja
awfcgYwkus-1,2007-2008,soja
axqVQtV59v-1,2009-2010,soja
ayaYXje3Im-1,2006-2007,soja
b14hiOn92R-1,2008-2009,cebada
b8MxOU7JQq-1,2007-2008,soja
bAkeiNNEvO-1,2009-2010,soja
bDEWgy7jGJ-1,2012-2013,maiz
bEDQDLVXqN-1,2006-2007,soja
bFxJ9TMrqh-1,2006-2007,soja
bILIYDClFO-1,2007-2008,soja
bNswSRfW0Z-1,2010-2011,soja
bNswSRfW0Z-2,2010-2011,soja
bSU87laXkY-1,2007-2008,trigo
bSU87laXkY-2,2007-2008,trigo
bSU87laXkY-3,2007-2008,trigo
bSU87laXkY-4,2007-2008,trigo
bSU87laXkY-5,2007-2008,trigo
bSU87laXkY-6,2007-2008,trigo
bT2BjNyT7u-1,2011-2012,girasol
bT2BjNyT7u-2,2011-2012,girasol
bUM5Yi4YtB-1,2006-2007,soja
bUM5Yi4YtB-2,2006-2007,soja
bVGhSdf1aF-1,2007-2008,soja
bXFcwo4WVp-1,2011-2012,girasol
bXWmrcYlWA-1,2005-2006,trigo
bYS9oHvGCU-1,2005-2006,trigo
bZSMK6XLAw-1,2011-2012,cebada
bZaVaYuDfr-1,2010-2011,soja
baL8gQnXpF-1,2006-2007,trigo
bhTebZ6Fev-1,2006-2007,soja
blNWp7E1E9-1,2006-2007,soja
blNWp7E1E9-2,2006-2007,soja
bmCxkaRqtr-1,2006-2007,soja
bmMjsgpKPT-1,2007-2008,cebada
bn4kT3geXQ-1,2010-2011,soja
bnOva3rByK-1,2009-2010,maiz
bnOva3rByK-2,2009-2010,maiz
bnqNTkepEM-1,2006-2007,soja
bp04ypLu6X-1,2010-2011,girasol
brjZe4gr1c-1,2010-2011,soja
btWH3VcbJW-1,2010-2011,soja
c1WFRRjURw-1,2006-2007,soja
c4FEkBhHEl-1,2009-2010,maiz
c7FaninjVE-1,2007-2008,cebada
c7NOiLtkwr-1,2006-2007,soja
c8UEYSK5Ch-1,2006-2007,soja
c8kiNNw4bT-1,2009-2010,soja
c9YLN3C43i-1,2005-2006,trigo
c9YLN3C43i-2,2005-2006,trigo
cALHJTfinw-1,2009-2010,soja
cDW0favRWc-1,2008-2009,soja
cFQyDDXLQC-1,2007-2008,soja
cFiNwX8WlI-1,2010-2011,soja
cFiNwX8WlI-2,2010-2011,soja
cHw6uua8qX-1,2006-2007,soja
cIUBgSq8Cw-1,2010-2011,maiz
cJOZUfJpXB-1,2006-2007,trigo
cJrB7WJRn3-1,2007-2008,maiz
cMCwxbCKqY-1,2006-2007,trigo
cPXcP97LBw-1,2007-2008,soja
cRiZCZtTE3-1,2006-2007,trigo
cSMGbq3Bx3-1,2007-2008,soja
cW2s5uCQFI-1,2010-2011,maiz
ceWR4bbys5-1,2006-2007,maiz
cfp76BKRz6-1,2006-2007,cebada
ciXqbhH6gY-1,2007-2008,soja
cigyovFrEu-1,2007-2008,soja
cigyovFrEu-2,2007-2008,soja
cjHU1XWCmS-1,2007-2008,soja
cluI5XSCk1-1,2007-2008,soja
cluI5XSCk1-2,2007-2008,soja
cluI5XSCk1-3,2007-2008,soja
cluI5XSCk1-4,2007-2008,soja
cluI5XSCk1-5,2007-2008,soja
cmFycIJXty-1,2010-2011,soja
co5hNAOxE0-1,2009-2010,trigo
cogFUXe2Qp-1,2007-2008,soja
ct8Drf71yJ-1,2009-2010,soja
cysQ4HDIps-1,2010-2011,soja
czRSK7SxGe-1,2006-2007,maiz
d1MbtD6tE3-1,2007-2008,maiz
d2WDpN3aWj-1,2007-2008,trigo
d30S7ZkjCC-1,2006-2007,soja
d3DAIeb293-1,2007-2008,cebada
d3DAIeb293-2,2007-2008,cebada
d8JMlsYBiO-1,2007-2008,cebada
dBPfEUuEyP-1,2010-2011,maiz
dEmUBohA30-1,2007-2008,girasol
dEtyiGKtIQ-1,2007-2008,soja
dF5DV5iZ6Q-1,2007-2008,soja
dFvqNJMChw-1,2006-2007,trigo
dGek69v2hg-1,2010-2011,soja
dLsfVvaLIM-1,2008-2009,trigo
dPty8MuncJ-1,2006-2007,soja
dRPU9Gh6WO-1,2006-2007,soja
dRt9RKQN5P-1,2008-2009,soja
dSwj5HXQYc-1,2006-2007,cebada
dYk5DB2vC6-1,2009-2010,maiz
deHMmu1BmF-1,2006-2007,trigo
dkv41I5tbX-1,2007-2008,soja
dmTrCIRkRK-1,2009-2010,cebada
