"ID,C,15","CAMPANA,C,25","PRODUCTO,C,25"
dmY0nrsPZq-1,2006-2007,maiz
duHXEeCeMC-1,2006-2007,trigo
dxqMvwJqRC-1,2006-2007,soja
e1q5FxOvUB-1,2007-2008,cebada
e1q5FxOvUB-2,2007-2008,cebada
e1q5FxOvUB-3,2007-2008,cebada
e1q5FxOvUB-4,2007-2008,cebada
e1q5FxOvUB-5,2007-2008,cebada
e1q5FxOvUB-6,2007-2008,cebada
e1q5FxOvUB-7,2007-2008,cebada
e2e5YoDzyq-1,2009-2010,trigo
e7g9aHSWLL-1,2005-2006,soja
eDIJDwAHer-1,2007-2008,soja
eDl1i5mAM1-1,2010-2011,soja
eFlbxV2cxd-1,2010-2011,soja
eHoMMXnpBf-1,2007-2008,soja
eIdBEC4G1D-1,2010-2011,soja
eKbuqwOkNF-1,2009-2010,cebada
eKzQLiU8sr-1,2006-2007,soja
eLHGh7q4Qx-1,2005-2006,trigo
eLy9Ik9gbj-1,2006-2007,cebada
eNXPTBOlrd-1,2006-2007,soja
eNXPTBOlrd-2,2006-2007,soja
eQ1PxpuSP7-1,2007-2008,soja
eR4OXCegFv-1,2006-2007,maiz
eTNWpGpcVP-1,2006-2007,soja
eTNWpGpcVP-2,2006-2007,soja
eW6DAAlOL5-1,2006-2007,trigo
edBd6LhAMO-1,2006-2007,trigo
eduRi0GCmg-1,2009-2010,cebada
efMJkUrNWZ-1,2009-2010,girasol
eiOCttMNh4-1,2006-2007,soja
elAd06qz0t-1,2007-2008,soja
elYDTHPGu5-1,2010-2011,soja
eouWtqCu2j-1,2008-2009,soja
euSiO5tC3s-1,2012-2013,maiz
evE05oxD8O-1,2006-2007,maiz
evhdlxLi7D-1,2007-2008,soja
evhdlxLi7D-2,2007-2008,soja
evhdlxLi7D-3,2007-2008,soja
f0KaPEMFNZ-1,2008-2009,soja
f2t0GoQSlT-1,2011-2012,girasol
f5cuR3E61x-1,2007-2008,soja
fDyAEg44gC-1,2007-2008,soja
fIhOAQLCxF-1,2009-2010,maiz
fTJaCENeWp-1,2008-2009,girasol
fWvQF8Od15-1,2006-2007,soja
fYTMWHjUvu-1,2007-2008,soja
fZAariu7Fe-1,2006-2007,trigo
fZZGLnjjvq-1,2007-2008,soja
fekUSiTUdQ-1,2005-2006,trigo
fgFa8SaUSU-1,2009-2010,colza
fgFa8SaUSU-10,2009-2010,colza
fgFa8SaUSU-11,2009-2010,colza
fgFa8SaUSU-12,2009-2010,colza
fgFa8SaUSU-13,2009-2010,colza
fgFa8SaUSU-14,2009-2010,colza
fgFa8SaUSU-15,2009-2010,colza
fgFa8SaUSU-16,2009-2010,colza
fgFa8SaUSU-17,2009-2010,colza
fgFa8SaUSU-18,2009-2010,colza
fgFa8SaUSU-19,2009-2010,colza
fgFa8SaUSU-2,2009-2010,colza
fgFa8SaUSU-20,2009-2010,colza
fgFa8SaUSU-21,2009-2010,colza
fgFa8SaUSU-22,2009-2010,colza
fgFa8SaUSU-23,2009-2010,colza
fgFa8SaUSU-24,2009-2010,colza
fgFa8SaUSU-25,2009-2010,colza
fgFa8SaUSU-26,2009-2010,colza
fgFa8SaUSU-27,2009-2010,colza
fgFa8SaUSU-3,2009-2010,colza
fgFa8SaUSU-4,2009-2010,colza
fgFa8SaUSU-5,2009-2010,colza
fgFa8SaUSU-6,2009-2010,colza
fgFa8SaUSU-7,2009-2010,colza
fgFa8SaUSU-8,2009-2010,colza
fgFa8SaUSU-9,2009-2010,colza
fgl6bCnYXF-1,2010-2011,maiz
fh9ObI9tC3-1,2007-2008,maiz
fkhbc5txHc-1,2006-2007,soja
fp4ExoXGNi-1,2006-2007,soja
frpMyJScyo-1,2010-2011,soja
fs61cyiSJ7-1,2007-2008,soja
fwyU83JCv6-1,2009-2010,soja
fxMetyUkH8-1,2007-2008,soja
g0HJWdsNXQ-1,2006-2007,soja
g4HDscCkeq-1,2009-2010,soja
g4Ot3OgaZ8-1,2006-2007,soja
gApA3hO5WZ-1,2012-2013,maiz
gBVYSWCrPy-1,2008-2009,soja
gC3siuSYOX-1,2010-2011,soja
gCNMsuJcTv-1,2007-2008,soja
gCm56oTlP2-1,2006-2007,trigo
gEZGzV41gC-1,2006-2007,trigo
gL5YcfPKha-1,2008-2009,trigo
gL5YcfPKha-2,2008-2009,trigo
gL5YcfPKha-3,2008-2009,trigo
gR292upNlI-1,2011-2012,cebada
gTOPpLwxri-1,2007-2008,soja
gWHaCmVm7n-1,2007-2008,maiz
gXLiQmZDwG-1,2007-2008,soja
gYqyh03BFa-1,2006-2007,soja
gaA5p9fyMc-1,2011-2012,girasol
gbFIUGgfOc-1,2009-2010,soja
gfab5CJNoF-1,2006-2007,maiz
ggGHILTaiI-1,2006-2007,maiz
ghDCosqsce-1,2007-2008,soja
gjNdd9NP6y-1,2012-2013,soja
gsiVu0Hyqj-1,2007-2008,maiz
gsiVu0Hyqj-2,2007-2008,maiz
gtG8ny3aYn-1,2007-2008,soja
gu2P475aJe-1,2010-2011,soja
gue3yWd1CX-1,2009-2010,soja
gv33XxGcqU-1,2009-2010,soja
gzfmtsbCUe-1,2008-2009,cebada
gzfmtsbCUe-2,2008-2009,cebada
h32pMYwYQK-1,2007-2008,cebada
h78UpWcfmi-1,2011-2012,girasol
h7ynHf26i0-1,2008-2009,trigo
hDcghyQs4Q-1,2006-2007,soja
hFvZ4UUVGt-1,2006-2007,cebada
hFvZ4UUVGt-2,2006-2007,cebada
hFvZ4UUVGt-3,2006-2007,cebada
hFvZ4UUVGt-4,2006-2007,cebada
hFvZ4UUVGt-5,2006-2007,cebada
hFvZ4UUVGt-6,2006-2007,cebada
hHIWIjaJ39-1,2005-2006,trigo
hIgLI30eKr-1,2006-2007,cebada
hQ8ceMPEHP-1,2007-2008,trigo
hQH0hc3LvY-1,2007-2008,soja
hQH0hc3LvY-2,2007-2008,soja
hQH0hc3LvY-3,2007-2008,soja
hQH0hc3LvY-4,2007-2008,soja
hWzGIPLGuo-1,2008-2009,soja
hYBK6lttbZ-1,2012-2013,soja
hYBK6lttbZ-2,2012-2013,soja
hYBK6lttbZ-3,2012-2013,soja
hatUdtJ9hL-1,2005-2006,girasol
hcN4ra2ftE-1,2006-2007,soja
hcN4ra2ftE-2,2006-2007,soja
hemiN8pG6U-1,2006-2007,soja
hfLcIoOruj-1,2006-2007,soja
hgfvSOoZgC-1,2012-2013,soja
hiHUyXjlry-1,2006-2007,soja
hicMJcJHMP-1,2011-2012,cebada
hk3lsPSwZX-1,2009-2010,soja
hmLg8jJBUz-1,2008-2009,maiz
hno3ZIcbR4-1,2007-2008,soja
huEIIbvmZz-1,2011-2012,girasol
hxFlfNgH6U-1,2006-2007,trigo
i1XIHQZPb7-1,2007-2008,soja
i3bxhL2wcW-1,2009-2010,soja
i7YQN3x16O-1,2006-2007,soja
i9yPwFE7Rq-1,2006-2007,soja
iCLC8vP2W4-1,2010-2011,maiz
iD9mujjFxw-1,2006-2007,trigo
iGZRG5sXY4-1,2006-2007,soja
iGZRG5sXY4-2,2006-2007,soja
iIKwsSQSws-1,2010-2011,soja
iLvcCB1TdA-1,2005-2006,trigo
iOGpAz9Wua-1,2007-2008,soja
iOUNTrroTH-1,2007-2008,cebada
iQxsqUy1xA-1,2005-2006,trigo
iS6Uhi9PBB-1,2006-2007,soja
iTmM62poJ4-1,2008-2009,trigo
iUmIsvHYSJ-1,2008-2009,soja
iVwtdYfSlL-1,2011-2012,girasol
iYrLJyzu9N-1,2006-2007,soja
iYrLJyzu9N-2,2006-2007,soja
iZTYdCnXiH-1,2007-2008,cebada
idPgENKqtd-1,2006-2007,cebada
iep6TITkk9-1,2008-2009,cebada
ifAvLVEM70-1,2007-2008,soja
igWoeEBUU8-1,2011-2012,girasol
igk0IRoxAN-1,2010-2011,soja
ikRi0DkjlW-1,2010-2011,soja
imx1u1HmUN-1,2006-2007,soja
imx1u1HmUN-2,2006-2007,soja
is789yXbdH-1,2009-2010,trigo
isEjtHDGeE-1,2007-2008,soja
isjVAp9PIe-1,2007-2008,maiz
isjVAp9PIe-2,2007-2008,maiz
isjVAp9PIe-3,2007-2008,maiz
iyDMpngGLl-1,2010-2011,maiz
j241lBAyjw-1,2009-2010,soja
j4BWrZoT6J-1,2007-2008,trigo
j4c9kqW5hQ-1,2007-2008,soja
j6fRWZdGxa-1,2010-2011,soja
j6fRWZdGxa-2,2010-2011,soja
j76HLn45XI-1,2007-2008,soja
j7wHYhTsVK-1,2007-2008,soja
jGh1utXDHh-1,2007-2008,soja
jIKlFUB4yJ-1,2007-2008,cebada
jJfLDaB7gC-1,2007-2008,soja
jKpGAFwxTR-1,2006-2007,maiz
jKpGAFwxTR-2,2006-2007,maiz
jLTsrE2oBP-1,2006-2007,trigo
jNqDLimVun-1,2010-2011,soja
jNqDLimVun-2,2010-2011,soja
jOB8qvpaUj-1,2009-2010,soja
jOB8qvpaUj-2,2009-2010,soja
jOB8qvpaUj-3,2009-2010,soja
jP4jeXh1PD-1,2006-2007,soja
jP4jeXh1PD-2,2006-2007,soja
jP4jeXh1PD-3,2006-2007,soja
jQD6fcSReo-1,2006-2007,trigo
jQn77yZWDJ-1,2007-2008,trigo
jTVQJQVMfX-1,2010-2011,soja
jYktgbpWCK-1,2008-2009,trigo
jq8frSJtdN-1,2006-2007,soja
jq8frSJtdN-2,2006-2007,soja
jq8frSJtdN-3,2006-2007,soja
jqkdSmHeiY-1,2006-2007,soja
jqkdSmHeiY-2,2006-2007,soja
jqkdSmHeiY-3,2006-2007,soja
jtDDFTIcEM-1,2006-2007,cebada
jvaNNdTx3u-1,2006-2007,maiz
jwZhytJJX2-1,2006-2007,soja
k7NRfeUduT-1,2009-2010,soja
k7jhokZEBC-1,2006-2007,cebada
k8ep6paWrU-1,2007-2008,soja
kAO73UerNl-1,2010-2011,soja
kBYJa2TynM-1,2009-2010,girasol
kDRxDhronH-1,2006-2007,soja
kFJvjZNLWN-1,2006-2007,trigo
kOCI1Neoqf-1,2005-2006,trigo
kUDvBEiBOP-1,2006-2007,soja
kWmHTiIkFu-1,2007-2008,soja
kaWoLyr2dP-1,2007-2008,soja
kdGiTVE9G8-1,2007-2008,soja
kfgQFOH4Tn-1,2012-2013,
kfgQFOH4Tn-2,2012-2013,
kfgQFOH4Tn-3,2012-2013,
khfqup1gEM-1,2007-2008,trigo
kiSXpaXP7k-1,2006-2007,soja
ku73f73PEm-1,2010-2011,soja
kwxfWZrnkH-1,2007-2008,soja
kyP0b3yvuD-1,2007-2008,girasol
l4MG89uvjV-1,2010-2011,girasol
l8LwyJijRZ-1,2006-2007,soja
l8LwyJijRZ-2,2006-2007,soja
l8dkHpuFPI-1,2007-2008,girasol
l8s2SPfLmD-1,2007-2008,soja
lDcRQFocI6-1,2006-2007,soja
lJ6GcGNOVg-1,2006-2007,soja
lKy8CAyZNo-1,2006-2007,trigo
lKy8CAyZNo-2,2006-2007,trigo
lLmDqXWbgl-1,2009-2010,soja
lLmDqXWbgl-2,2009-2010,soja
lPuPbhIdve-1,2007-2008,girasol
lPuPbhIdve-2,2007-2008,girasol
lQ1OE7cvWm-1,2007-2008,trigo
lYaA5QHJSV-1,2009-2010,soja
la2kpFDuIr-1,2006-2007,soja
laLUMLB274-1,2009-2010,maiz
laLUMLB274-2,2009-2010,maiz
lc21pRSoNg-1,2007-2008,maiz
ldIqMe1jdE-1,2010-2011,maiz
lhxpFWfltt-1,2007-2008,soja
li9frayHx4-1,2008-2009,cebada
lmfY49HMsW-1,2007-2008,maiz
luQC6crcIg-1,2007-2008,maiz
luQC6crcIg-2,2007-2008,maiz
lwPfLUCJ1Z-1,2007-2008,soja
lxNS4ulvgR-1,2005-2006,trigo
lyyxPDJvkA-1,2007-2008,maiz
m1ZiI8Ql2v-1,2006-2007,soja
m1cmes9FaU-1,2010-2011,soja
m1tUP4ulGs-1,2006-2007,maiz
m57oTBvYkG-1,2010-2011,maiz
m8WRhaaywU-1,2006-2007,soja
mE0dFMahKk-1,2012-2013,soja
mEYyfi4l3W-1,2005-2006,trigo
mHLut0HJEY-1,2008-2009,cebada
mKHUkWs2aN-1,2006-2007,soja
mL3qZwmUwj-1,2007-2008,soja
mLdR46aPRE-1,2006-2007,maiz
mQGWLTuPqh-1,2006-2007,cebada
mQGWLTuPqh-2,2006-2007,cebada
mRk7ABujOq-1,2006-2007,maiz
mSRDmFaJwM-1,2011-2012,cebada
mSnPhX4cFb-1,2006-2007,trigo
mTLs6Yps7b-1,2006-2007,soja
mTLs6Yps7b-2,2006-2007,soja
mVlx9uztvw-1,2007-2008,soja
mXT3GvXU5o-1,2007-2008,soja
mXT3GvXU5o-2,2007-2008,soja
mZEewp8y9M-1,2007-2008,soja
marlZ5XXJP-1,2006-2007,soja
mqf9yLZntO-1,2007-2008,soja
mqf9yLZntO-2,2007-2008,soja
mre0eq4hhR-1,2007-2008,cebada
mwe9FDMSyb-1,2010-2011,maiz
mxTLG5Nk4A-1,2007-2008,soja
n6WpUkv7hS-1,2009-2010,soja
nEcxrc4ic4-1,2007-2008,soja
nEcxrc4ic4-2,2007-2008,soja
nK4A1OAh3X-1,2009-2010,soja
nKhd4CKwMy-1,2009-2010,trigo
nQpuxWvUS6-1,2010-2011,maiz
nYnmQWKlZw-1,2009-2010,soja
nZMVJlRIEY-1,2007-2008,soja
nZMVJlRIEY-2,2007-2008,soja
naVE98BGJF-1,2006-2007,soja
nbeUFBVf1N-1,2007-2008,soja
ncZ9Lwe0rm-1,2006-2007,soja
ngUzzS5vRi-1,2010-2011,soja
nhMx5vlteE-1,2007-2008,soja
njWwv1HWc5-1,2006-2007,maiz
ntBvcaQqFd-1,2008-2009,soja
nv6FcEfEWY-1,2007-2008,soja
nw8CH7hXSZ-1,2006-2007,soja
o1UPz9ArD2-1,2006-2007,soja
o1ox84rDWX-1,2012-2013,soja
o5PUpVdkWL-1,2007-2008,girasol
o5kFFvLkmj-1,2010-2011,soja
oPg5XJrlfE-1,2007-2008,trigo
oWyuVt64Uu-1,2009-2010,trigo
oZUCyNalTr-1,2007-2008,maiz
obMeLTUwrq-1,2007-2008,soja
oiZmNCX9RW-1,2007-2008,cebada
ojda1xxj6i-1,2006-2007,soja
orsb5j9bLp-1,2009-2010,soja
ot6GCyyypG-1,2007-2008,maiz
ouPNX11Aps-1,2006-2007,maiz
ouPzCboq4z-1,2009-2010,maiz
ovq5TmfyOH-1,2006-2007,cebada
owcQuU3zDf-1,2008-2009,cebada
oxLksZ9ET4-1,2006-2007,maiz
p59luQSdHx-1,2009-2010,soja
pF1OlgTggy-1,2007-2008,maiz
pFeeIyqivf-1,2008-2009,trigo
pFeeIyqivf-2,2008-2009,trigo
pH1FvGjrTi-1,2010-2011,soja
pJ9DhrYbcV-1,2009-2010,maiz
pJOCU7KXCn-1,2006-2007,soja
pJOCU7KXCn-2,2006-2007,soja
pQ6sOle5ao-1,2007-2008,maiz
pR5TcAmxyc-1,2008-2009,girasol
pRFBCts96k-1,2007-2008,soja
pRiIIbFGV2-1,2012-2013,soja
pRiIIbFGV2-2,2012-2013,soja
pTSargKrSz-1,2006-2007,soja
pTSargKrSz-2,2006-2007,soja
pUQLnNWil9-1,2007-2008,soja
pUQLnNWil9-2,2007-2008,soja
pUbZGxJrEj-1,2011-2012,
pVBkwukD6X-1,2007-2008,soja
pVBkwukD6X-2,2007-2008,soja
pWFVNALOrY-1,2007-2008,soja
peaZFFdu7e-1,2007-2008,soja
pfkldB04QC-1,2007-2008,cebada
pgtCcibFxm-1,2007-2008,soja
pirHx4GiJg-1,2008-2009,soja
pirHx4GiJg-2,2008-2009,soja
pirHx4GiJg-3,2008-2009,soja
pirHx4GiJg-4,2008-2009,soja
pjZtwH18d5-1,2007-2008,maiz
pjaQvu2WtT-1,2007-2008,soja
pjlrLysRFS-1,2007-2008,soja
plYhiCmdfY-1,2006-2007,cebada
plYhiCmdfY-2,2006-2007,cebada
ppb26dBH5k-1,2008-2009,maiz
pvYbbdcoqC-1,2007-2008,soja
pylwKR4xre-1,2008-2009,trigo
pzJt5rLuPC-1,2012-2013,soja
pzJt5rLuPC-2,2012-2013,soja
q15C5Zedkp-1,2009-2010,soja
q15C5Zedkp-10,2009-2010,soja
q15C5Zedkp-11,2009-2010,soja
q15C5Zedkp-2,2009-2010,soja
q15C5Zedkp-3,2009-2010,soja
q15C5Zedkp-4,2009-2010,soja
q15C5Zedkp-5,2009-2010,soja
q15C5Zedkp-6,2009-2010,soja
q15C5Zedkp-7,2009-2010,soja
q15C5Zedkp-8,2009-2010,soja
q15C5Zedkp-9,2009-2010,soja
q4ySikuZiI-1,2006-2007,trigo
q5oB4o4rmS-1,2010-2011,soja
qAJYrZBwdF-1,2008-2009,trigo
qCRHsjnqHv-1,2006-2007,trigo
qD0zbUv2pf-1,2006-2007,soja
qFV7fd4joM-1,2007-2008,soja
qGDQOWDG3u-1,2007-2008,maiz
qJ681YlgZM-1,2006-2007,soja
qMeVqeEK3a-1,2006-2007,cebada
qQAQW6ATBI-1,2010-2011,soja
qQy3hdsNw5-1,2006-2007,soja
qSK5VYX6be-1,2010-2011,soja
qUrUWixtB8-1,2007-2008,soja
qbhSPnytaY-1,2007-2008,soja
qciAyU3Xgl-1,2009-2010,soja
qean0ovGvE-1,2006-2007,soja
qhWhmffWPy-1,2006-2007,maiz
qrTmIjufMv-1,2006-2007,soja
qryKGXpiXx-1,2007-2008,cebada
quc7kkAjtS-1,2009-2010,soja
qujtaC8VTq-1,2007-2008,soja
qujtaC8VTq-2,2007-2008,soja
qxgpv63F1n-1,2009-2010,maiz
r2TmdoYnMI-1,2008-2009,girasol
r32bD16GYm-1,2010-2011,soja
r32bD16GYm-2,2010-2011,soja
r7HrCGhXBn-1,2007-2008,trigo
rA4xfkgoBs-1,2006-2007,trigo
rAdcTV2zfB-1,2007-2008,trigo
rCCHepfJCB-1,2007-2008,soja
rJys7Zv3uC-1,2007-2008,girasol
rLoZPJYif2-1,2005-2006,trigo
rMi7aJDWyd-1,2006-2007,cebada
rPpKezd9B0-1,2009-2010,soja
rYGqRNPNQK-1,2007-2008,soja
raxHqhKCAy-1,2006-2007,trigo
rkXoOjzODd-1,2010-2011,soja
rnWR65W4xQ-1,2006-2007,trigo
rodGliw7Au-1,2007-2008,soja
rpAfyvBTjd-1,2007-2008,girasol
rrVaSlPcmx-1,2007-2008,cebada
ru7cA2RDuT-1,2007-2008,soja
ru7cA2RDuT-2,2007-2008,soja
s3h5iRSdsO-1,2007-2008,maiz
s3h5iRSdsO-2,2007-2008,maiz
s5Nuy50Nog-1,2008-2009,girasol
s6KMkbZw15-1,2006-2007,soja
s6KMkbZw15-2,2006-2007,soja
s8roYuRmPV-1,2011-2012,soja
s9ngqq7ZPg-1,2005-2006,trigo
sFbs1OB9ve-1,2010-2011,soja
sFvkx2L4m5-1,2009-2010,trigo
sGyFDT43dn-1,2006-2007,soja
sHYBTomspi-1,2007-2008,soja
sLEtuyF9h6-1,2009-2010,soja
sLZVzDJokp-1,2011-2012,cebada
sT0xGKNmSK-1,2006-2007,maiz
sT0xGKNmSK-2,2006-2007,maiz
sVxkSouwuO-1,2012-2013,soja
sfkPDjylep-1,2007-2008,maiz
shMvoPcFCQ-1,2007-2008,soja
sjSoB5xBYG-1,2007-2008,girasol
skIbr8vTCb-1,2009-2010,soja
slTFAJTCMT-1,2009-2010,trigo
snf2q9cb6i-1,2007-2008,soja
srQFL1sKS1-1,2006-2007,soja
srSwdML6Ju-1,2007-2008,maiz
srvDFgoneo-1,2007-2008,maiz
suV7ILjBEP-1,2007-2008,trigo
suWeISQxxp-1,2008-2009,soja
suWeISQxxp-2,2008-2009,soja
suWeISQxxp-3,2008-2009,soja
suWeISQxxp-4,2008-2009,soja
suWeISQxxp-5,2008-2009,soja
suWeISQxxp-6,2008-2009,soja
suidYCPpp9-1,2007-2008,soja
sv4iybzwfM-1,2010-2011,maiz
sw1QZQZglk-1,2008-2009,trigo
szaIY4xruV-1,2010-2011,maiz
t3g7T6dfMg-1,2007-2008,soja
t4WvYs2o9S-1,2010-2011,soja
t4vnG2lBWn-1,2010-2011,soja
t9QE6JgWme-1,2008-2009,trigo
tGjF9jnvZS-1,2010-2011,soja
tHgnHoABcm-1,2010-2011,soja
tJZgefnyeM-1,2007-2008,soja
tKL4KeyV9s-1,2010-2011,soja
tKbPy6XjNl-1,2009-2010,soja
tKeoUD3ogc-1,2010-2011,soja
tLnybzxayn-1,2010-2011,soja
tLwMJAuL7w-1,2006-2007,soja
tPQ9B6WrOc-1,2008-2009,trigo
tSYMPCilI2-1,2009-2010,cebada
tVdednoXWD-1,2010-2011,girasol
tW2qBYR3MC-1,2009-2010,soja
ta235GyUU6-1,2011-2012,girasol
taMTadxR7O-1,2010-2011,soja
tadJVSGAvF-1,2010-2011,maiz
tgNmDrrOu4-1,2006-2007,soja
tirNsJlFYW-1,2007-2008,soja
tj6yvBYaoJ-1,2007-2008,maiz
tmZFrH9CXO-1,2006-2007,cebada
tmgHscdGZN-1,2006-2007,soja
tvuIXJFXjJ-1,2007-2008,maiz
twFYsJLK6I-1,2009-2010,soja
twFYsJLK6I-2,2009-2010,soja
txrlIBlI6t-1,2009-2010,maiz
u0ecvFEaZ9-1,2008-2009,cebada
u0ecvFEaZ9-2,2008-2009,cebada
u1j1I4oM9N-1,2007-2008,soja
u1j1I4oM9N-2,2007-2008,soja
uHCaRmrsJD-1,2007-2008,soja
uIAyJuBUtu-1,2006-2007,cebada
uKKF0SyJdT-1,2009-2010,trigo
uKwHyIkTFd-1,2012-2013,maiz
uLI8A4UEXv-1,2006-2007,trigo
uXEeVDTkQZ-1,2006-2007,maiz
uYcdqbZbxW-1,2006-2007,soja
uZXAm7bEHV-1,2006-2007,soja
ubdtlraovH-1,2006-2007,soja
udzzClxFq2-1,2008-2009,soja
udzzClxFq2-2,2008-2009,soja
ue2KFUF4iz-1,2007-2008,soja
uhlC1w63jE-1,2011-2012,trigo
uso2Hl4qSO-1,2006-2007,soja
v0E4V4a8kN-1,2006-2007,soja
v0s1CyDDyX-1,2007-2008,soja
v74mKQV7vQ-1,2010-2011,soja
v7UJA7lFJU-1,2008-2009,cebada
v8QBCfWfoM-1,2007-2008,soja
v8lLmQpWZN-1,2011-2012,trigo
vKlJxPSLoY-1,2010-2011,soja
vKo0F8A40B-1,2007-2008,cebada
vRLzzsnxOZ-1,2007-2008,soja
vRddcUDLEF-1,2012-2013,soja
vRddcUDLEF-2,2012-2013,soja
vSigWCYzdp-1,2008-2009,trigo
vUwkqJIe9T-1,2007-2008,trigo
vWXBVATohN-1,2006-2007,soja
vYRg8QbIsJ-1,2012-2013,soja
vYwUPq3904-1,2007-2008,cebada
vZceqOXrB7-1,2006-2007,trigo
vf8BKElJBv-1,2006-2007,cebada
vhlEdeiS2i-1,2007-2008,soja
viJ83GrT6i-1,2006-2007,soja
vmH1k9Z7oh-1,2010-2011,soja
vo5rS5oUES-1,2006-2007,cebada
vpFDPRyvE7-1,2006-2007,soja
vv3fSEuHi1-1,2010-2011,soja
vwmJrNMkZM-1,2007-2008,soja
vzNFyb9EwG-1,2007-2008,maiz
vzit9kJttU-1,2010-2011,soja
w07T0m4vEa-1,2006-2007,trigo
w5NKjCAYOC-1,2006-2007,soja
w7pjRiDse6-1,2010-2011,soja
w8RVkJk9Fk-1,2007-2008,soja
wLev4mRmw7-1,2010-2011,soja
wQDWKBmLJQ-1,2006-2007,trigo
wQE2yJYd2Q-1,2008-2009,maiz
wSLwbehkLJ-1,2007-2008,soja
wSLwbehkLJ-2,2007-2008,soja
wVycIxCpO3-1,2007-2008,girasol
wWNPBbnyfi-1,2010-2011,soja
wWPlGlTKJw-1,2008-2009,soja
wWPlGlTKJw-2,2008-2009,soja
wasV29aug9-1,2006-2007,soja
wb81IUYfdU-1,2006-2007,soja
wbVuveOIWF-1,2009-2010,cebada
whlj8aSuKL-1,2007-2008,soja
whonxy2uwW-1,2007-2008,soja
wiHtt3ruqJ-1,2010-2011,soja
wiHtt3ruqJ-2,2010-2011,soja
wj9NqTRdT1-1,2007-2008,cebada
wmE3ESa27V-1,2007-2008,soja
wnFd2Umj1T-1,2007-2008,soja
wovEs9samF-1,2010-2011,soja
wp213TMN1r-1,2006-2007,soja
wpOw6gMRwH-1,2006-2007,cebada
wq3YcjWY02-1,2006-2007,trigo
wqd3Q22OPF-1,2006-2007,trigo
ws283gQmnd-1,2010-2011,maiz
wuU0M9aXl5-1,2006-2007,soja
wuU0M9aXl5-2,2006-2007,soja
wxVFBriEIG-1,2006-2007,soja
wyp4hFsWU6-1,2007-2008,cebada
x3bgcnHVHV-1,2007-2008,maiz
x6onxh9wu2-1,2006-2007,soja
x6qn1oKxIm-1,2007-2008,soja
xC6Z5Veirp-1,2012-2013,soja
xFlDqFeJRK-1,2006-2007,maiz
xHLfJGZqTq-1,2007-2008,soja
xQ6oH86ADl-1,2010-2011,soja
xTa8cOmvNQ-1,2012-2013,soja
xURGCykFQE-1,2009-2010,maiz
xVlBrLgDcd-1,2006-2007,soja
xW7xhLpGwS-1,2006-2007,maiz
xYgGrtD1Cr-1,2006-2007,soja
xZ48Vvo77a-1,2009-2010,soja
xbbhE9nwFE-1,2009-2010,trigo
xfYd4YEBI5-1,2006-2007,soja
xfYd4YEBI5-2,2006-2007,soja
xfYd4YEBI5-3,2006-2007,soja
